w, 3.0
ws, 2.0
dwi, 1.66666666667
dfw, 1.66666666667
kwh, 1.66666666667
w., 1.5
etc, 1.33333333333
feb, 1.33333333333
rep., 1.25
n92762, 1.16666666667
dna, 1.0
dnc, 1.0
w's, 1.0
ofc, 1.0
cmu, 1.0
mph, 1.0
gnc, 1.0
a42128, 1.0
rrrot, 1.0
suu, 1.0
ls, 1.0
g, 1.0
lpn, 1.0
ac, 1.0
cc, 1.0
cd, 1.0
c3, 1.0
c2, 1.0
c5, 1.0
c4, 1.0
ia, 1.0
mpg, 1.0
hces, 1.0
cdc, 1.0
dmz, 1.0
io, 1.0
emdr, 1.0
jr, 1.0
y, 1.0
m1, 1.0
m3, 1.0
m2, 1.0
mh, 1.0
mr, 1.0
ltd, 1.0
r, 1.0
ok, 1.0
oj, 1.0
oad, 1.0
b, 1.0
ave, 1.0
k, 1.0
sh, 1.0
se, 1.0
ivo, 1.0
d, 1.0
uy, 1.0
jna, 1.0
cspi, 1.0
m5, 1.0
m4, 1.0
dvd, 1.0
sbf, 1.0
gen, 1.0
w.s, 1.0
bbc, 1.0
v, 1.0
o, 1.0
amc, 1.0
odp, 1.0
bta, 1.0
a, 1.0
lsd, 1.0
mgm, 1.0
njt, 1.0
u, 1.0
cnn, 1.0
usa, 1.0
z, 1.0
asap, 1.0
s, 1.0
hiaa, 1.0
l, 1.0
h, 1.0
lcs, 1.0
knbc, 1.0
nov, 1.0
cea, 1.0
eeo, 1.0
tcas, 1.0
ppm, 1.0
imm, 1.0
apc, 1.0
cxc, 1.0
rpf, 1.0
rpm, 1.0
dsv, 1.0
nic, 1.0
knin, 1.0
bt, 1.0
npr, 1.0
p, 1.0
ekk, 1.0
n, 1.0
fm, 1.0
i, 1.0
kkk, 1.0
lp, 1.0
wm, 1.0
abs, 1.0
cbs, 1.0
hfdf, 1.0
dui, 1.0
pc, 1.0
ph, 1.0
pm, 1.0
uss, 1.0
rb, 1.0
sdn, 1.0
dss, 1.0
tv, 1.0
ts, 1.0
th, 1.0
tb, 1.0
aaa, 1.0
cia, 1.0
vs, 1.0
e, 1.0
t, 1.0
j, 1.0
eap, 1.0
m, 1.0
f, 1.0
pgm, 1.0
mit, 1.0
oas, 1.0
oct, 1.0
atp, 1.0
atx, 1.0
ddt, 1.0
hgh, 1.0
anfal, 1.0
ccs, 1.0
c1, 1.0
x, 1.0
aol, 1.0
q, 1.0
dk, 1.0
lapd, 1.0
byu, 1.0
cnnfn, 1.0
sr, 1.0
c, 1.0
iou, 1.0
bbq, 1.0
calif, 0.8
iorio, 0.8
aida, 0.75
asea, 0.75
aria, 0.75
oahu, 0.75
uneo, 0.75
stds, 0.75
blvd, 0.75
iota, 0.75
iago, 0.75
olea, 0.75
oleo, 0.75
m-80, 0.75
idea, 0.75
ohio, 0.75
avia, 0.75
adia, 0.75
iona, 0.75
ione, 0.75
akio, 0.75
abio, 0.75
orea, 0.75
odea, 0.75
area, 0.75
aoki, 0.75
w.'s, 0.75
enea, 0.75
aisa, 0.75
aven, 0.75
gen., 0.75
tenn, 0.75
oreo, 0.75
iowa, 0.75
baio, 0.75
iole, 0.75
iola, 0.75
msgr, 0.75
aleo, 0.75
akao, 0.75
oken, 0.75
ikea, 0.75
urea, 0.75
ueki, 0.75
elia, 0.75
elio, 0.75
arai, 0.75
cnn.com, 0.714285714286
iuliano, 0.714285714286
npr.org, 0.714285714286
ira, 0.666666666667
jia, 0.666666666667
zoe, 0.666666666667
aliano, 0.666666666667
iie, 0.666666666667
omonia, 0.666666666667
era, 0.666666666667
ero, 0.666666666667
ema, 0.666666666667
emu, 0.666666666667
mia, 0.666666666667
uzi, 0.666666666667
ibn, 0.666666666667
iba, 0.666666666667
ariola, 0.666666666667
acadia, 0.666666666667
bio, 0.666666666667
keo, 0.666666666667
ola, 0.666666666667
aug, 0.666666666667
meo, 0.666666666667
ova, 0.666666666667
loaiza, 0.666666666667
geagea, 0.666666666667
oma, 0.666666666667
rua, 0.666666666667
boa, 0.666666666667
ileana, 0.666666666667
amadeo, 0.666666666667
amadea, 0.666666666667
kuo, 0.666666666667
egoism, 0.666666666667
mui, 0.666666666667
aha, 0.666666666667
aho, 0.666666666667
oviedo, 0.666666666667
sui, 0.666666666667
oriola, 0.666666666667
alysia, 0.666666666667
neo, 0.666666666667
ariana, 0.666666666667
ada, 0.666666666667
emilio, 0.666666666667
emilia, 0.666666666667
axa, 0.666666666667
aca, 0.666666666667
